"";"ID";"AT";"ARG";"SIL";"AD";"fit.m1";"fit.m2";"res.m1";"res.m2"
"245";"ZARC_245";18;43;39;1,3;1,38032655326903;1,31619244153568;-0,0803265532690269;-0,0161924415356807
"246";"ZARC_246";17;43;40;1,27;1,40245174436071;1,33921240006184;-0,132451744360707;-0,0692124000618408
"247";"ZARC_247";16;43;41;1,1;1,42529325146535;1,36336392674665;-0,325293251465354;-0,263363926746651
"248";"ZARC_248";42;43;15;1,07;1,06421677095916;1,04393444315288;0,00578322904083975;0,0260655568471193
"249";"ZARC_249";20;43;37;1,04;1,33822511912457;1,27342880401379;-0,298225119124572;-0,233428804013789
"250";"ZARC_250";19;43;38;1;1,35891767819032;1,29427411028586;-0,358917678190316;-0,294274110285861
"251";"ZARC_251";14;43;43;0,99;1,47312521371355;1,41518829543096;-0,483125213713554;-0,425188295430955
"252";"ZARC_252";7;43;50;0,93;1,66310103599075;1,63728549956618;-0,733101035990752;-0,707285499566182
"253";"ZARC_253";36;43;21;0,9;1,10456315183635;1,06733632796774;-0,204563151836347;-0,167336327967742
"254";"ZARC_254";47;43;10;0,83;1,05029347725146;1,04485743744756;-0,220293477251462;-0,214857437447555
"255";"ZARC_255";39;43;18;0,83;1,0811665393394;1,05225398950415;-0,251166539339397;-0,222253989504147
"256";"ZARC_256";43;43;14;0,78;1,05999948019168;1,04264416249193;-0,279999480191685;-0,26264416249193
"257";"ZARC_257";52;43;5;0,72;1,05427808386797;1,06434820957874;-0,334278083867968;-0,344348209578744
"258";"ZARC_258";3;43;54;1,3;1,78741760100588;1,79653483177791;-0,487417601005878;-0,496534831777907
"259";"ZARC_259";13;43;44;1,63;1,49811566885711;1,44292794676294;0,131884331142893;0,187072053237062
"260";"ZARC_260";16;42;42;1,12;1,44701689744844;1,38431224278535;-0,327016897448439;-0,264312242785348
"261";"ZARC_261";2;42;56;1,8;1,84624103080072;1,86816775508873;-0,0462410308007162;-0,068167755088727
"262";"ZARC_262";12;42;46;1,67;1,54716313815699;1,49525697819239;0,122836861843007;0,174743021807612
"263";"ZARC_263";47;42;11;1,46;1,04840378621775;1,03802917220759;0,411596213782252;0,42197082779241
"264";"ZARC_264";18;42;40;1,26;1,40111911631179;1,33584769912488;-0,141119116311791;-0,0758476991248846
"265";"ZARC_265";16;42;42;1,24;1,44701689744844;1,38431224278535;-0,207016897448439;-0,144312242785348
"266";"ZARC_266";38;42;20;1,2;1,09523707625836;1,05976334614055;0,104762923741636;0,140236653859453
"267";"ZARC_267";35;42;23;1,18;1,12337419059146;1,08004156307502;0,0566258094085448;0,0999584369249757
"268";"ZARC_268";36;42;22;1,16;1,11329926261082;1,07253454604699;0,0467007373891805;0,087465453953012
"269";"ZARC_269";17;42;41;1,15;1,42372006194531;1,35952243875159;-0,273720061945312;-0,209522438751592
"270";"ZARC_270";37;42;21;1,1;1,10392022449979;1,06577806744729;-0,00392022449978914;0,0342219325527118
"271";"ZARC_271";39;42;19;1,03;1,08724981788654;1,05448255687149;-0,0572498178865424;-0,0244825568714906
"272";"ZARC_272";15;42;43;0,97;1,47100962282117;1,41024786847527;-0,50100962282117;-0,440247868475266
"273";"ZARC_273";52;42;6;0,93;1,04674143718691;1,05076451248615;-0,116741437186908;-0,120764512486145
"274";"ZARC_274";50;42;8;0,8;1,04531870719043;1,04353443156599;-0,24531870719043;-0,243534431565988
"275";"ZARC_275";44;42;14;0,63;1,05775187407151;1,03887976285918;-0,42775187407151;-0,408879762859181
"276";"ZARC_276";48;42;10;0,54;1,04667953667237;1,03915639675697;-0,506679536672371;-0,499156396756973
"277";"ZARC_277";1;42;57;2,02;1,87997621434791;1,91415481646704;0,140023785652085;0,105845183532959
"278";"ZARC_278";6;41;53;2,22;1,7434937594618;1,72734472933911;0,476506240538199;0,492655270660891
"279";"ZARC_279";6;41;53;2,22;1,7434937594618;1,72734472933911;0,476506240538199;0,492655270660891
"280";"ZARC_280";3;41;56;1,79;1,83900566688122;1,85125904976398;-0,0490056668812199;-0,0612590497639827
"281";"ZARC_281";51;41;8;1,62;1,0403159725113;1,03596330695537;0,579684027488704;0,584036693044631
"282";"ZARC_282";53;41;6;1,57;1,04081042155796;1,04183343072706;0,529189578442044;0,528166569272938
"283";"ZARC_283";19;41;40;1,2;1,3998570548401;1,33274981050217;-0,199857054840099;-0,132749810502168
"284";"ZARC_284";31;41;28;1,13;1,18397350181782;1,12825750358362;-0,053973501817823;0,00174249641638324
"285";"ZARC_285";15;41;44;1,04;1,49343307842058;1,43222905062052;-0,453433078420584;-0,392229050620523
"286";"ZARC_286";49;41;10;0,91;1,0425233783696;1,03280463820742;-0,132523378369603;-0,122804638207417
"287";"ZARC_287";52;41;7;0,79;1,04022546517151;1,03855791818997;-0,250225465171505;-0,248557918189975
"288";"ZARC_288";45;41;14;0,44;1,05504375480111;1,03457183917093;-0,615043754801113;-0,594571839170929
"289";"ZARC_289";15;41;44;1,65;1,49343307842058;1,43222905062052;0,156566921579416;0,217770949379477
"290";"ZARC_290";6;41;53;1,48;1,7434937594618;1,72734472933911;-0,263493759461801;-0,247344729339109
"291";"ZARC_291";5;40;55;2,2;1,80016102296823;1,79388673042594;0,39983897703177;0,406113269574058
"292";"ZARC_292";5;40;55;1,8;1,80016102296823;1,79388673042594;-0,000161022968230787;0,006113269574058
"293";"ZARC_293";18;40;42;1,76;1,44368279977123;1,37662152435806;0,31631720022877;0,383378475641939
"294";"ZARC_294";43;40;17;1,62;1,06929060702871;1,03943605039783;0,550709392971285;0,580563949602173
"295";"ZARC_295";28;40;32;1,51;1,24479810395837;1,18111429732731;0,265201896041634;0,328885702672687
"296";"ZARC_296";25;40;35;1,3;1,297585618082;1,23018646105234;0,00241438191799509;0,0698135389476644
"297";"ZARC_297";49;40;11;1,28;1,04035497597818;1,02582668087488;0,239645024021824;0,254173319125119
"298";"ZARC_298";53;40;7;1,27;1,03416530693538;1,02960801674766;0,235834693064622;0,240391983252345
"299";"ZARC_299";37;40;23;1,1;1,12180759106287;1,07678094271873;-0,0218075910628663;0,0232190572812692
"300";"ZARC_300";45;40;15;0,9;1,05702524634702;1,03231209381995;-0,157025246347023;-0,132312093819952
"301";"ZARC_301";39;40;21;0,76;1,10168177938664;1,06161741366821;-0,341681779386637;-0,301617413668213
"302";"ZARC_302";12;40;48;2,46;1,5944554212371;1,54288995691637;0,865544578762902;0,917110043083634
"303";"ZARC_303";2;39;59;1,33;1,92409773131157;1,95076391372338;-0,594097731311566;-0,62076391372338
"304";"ZARC_304";6;39;55;2,5;1,7942061039823;1,78041700009985;0,705793896017703;0,719582999900145
"305";"ZARC_305";58;39;3;2,21;1,02960920463529;1,03087762917836;1,18039079536471;1,17912237082164
"306";"ZARC_306";6;39;55;2;1,7942061039823;1,78041700009985;0,205793896017703;0,219582999900145
"307";"ZARC_307";4;39;57;1,91;1,8578826947679;1,86255231243139;0,052117305232098;0,047447687568613
"308";"ZARC_308";19;39;42;1,9;1,44218287922855;1,37329324727927;0,457817120771448;0,526706752720725
"309";"ZARC_309";45;39;16;1,53;1,05988442955505;1,03110727720267;0,470115570444953;0,498892722797332
"310";"ZARC_310";40;39;21;1,43;1,10008626161004;1,05901764830617;0,329913738389958;0,370982351693826
"311";"ZARC_311";14;39;47;1,12;1,56488419842047;1,50621310137524;-0,444884198420466;-0,38621310137524
"312";"ZARC_312";52;39;9;1,03;1,03025554513767;1,01816375581642;-0,000255545137673546;0,0118362441835775
"313";"ZARC_313";54;39;7;0,96;1,02750165254549;1,01995378494283;-0,0675016525454856;-0,0599537849428271
"314";"ZARC_314";47;39;14;0,8;1,04824597680965;1,02434358839321;-0,248245976809652;-0,224343588393213
"315";"ZARC_315";9;39;52;2,48;1,70345080360025;1,6678768458953;0,77654919639975;0,812123154104701
"316";"ZARC_316";9;39;52;2,38;1,70345080360025;1,6678768458953;0,67654919639975;0,712123154104701
"317";"ZARC_317";9;39;52;2,34;1,70345080360025;1,6678768458953;0,63654919639975;0,672123154104701
"318";"ZARC_318";9;39;52;2,33;1,70345080360025;1,6678768458953;0,62654919639975;0,662123154104701
"319";"ZARC_319";9;39;52;2,29;1,70345080360025;1,6678768458953;0,58654919639975;0,622123154104701
"320";"ZARC_320";9;39;52;2,27;1,70345080360025;1,6678768458953;0,56654919639975;0,602123154104701
"321";"ZARC_321";9;39;52;2,26;1,70345080360025;1,6678768458953;0,55654919639975;0,592123154104701
"322";"ZARC_322";9;39;52;2,21;1,70345080360025;1,6678768458953;0,50654919639975;0,542123154104701
"323";"ZARC_323";9;39;52;2,18;1,70345080360025;1,6678768458953;0,47654919639975;0,512123154104701
"324";"ZARC_324";9;39;52;2,13;1,70345080360025;1,6678768458953;0,42654919639975;0,462123154104701
"325";"ZARC_325";9;39;52;2,01;1,70345080360025;1,6678768458953;0,30654919639975;0,342123154104701
"326";"ZARC_326";9;39;52;1,68;1,70345080360025;1,6678768458953;-0,0234508036002499;0,0121231541047009
"327";"ZARC_327";9;39;52;1,57;1,70345080360025;1,6678768458953;-0,13345080360025;-0,0978768458952992
"328";"ZARC_328";9;39;52;1,52;1,70345080360025;1,6678768458953;-0,18345080360025;-0,147876845895299
"329";"ZARC_329";9;39;52;1,18;1,70345080360025;1,6678768458953;-0,52345080360025;-0,487876845895299
"330";"ZARC_330";3;39;58;2,21;1,89067290731998;1,90587673281513;0,319327092680023;0,30412326718487
"331";"ZARC_331";11;38;51;1,98;1,67054703418586;1,62457430880359;0,309452965814137;0,355425691196414
"332";"ZARC_332";4;38;58;2,26;1,88363792148726;1,88965658858687;0,376362078512741;0,370343411413126
"333";"ZARC_333";11;38;51;1,97;1,67054703418586;1,62457430880359;0,299452965814137;0,345425691196414
"334";"ZARC_334";7;38;55;2,3;1,78862814372404;1,76795524016589;0,511371856275962;0,532044759834106
"335";"ZARC_335";56;38;6;1,86;1,01927384088832;1,01065360095831;0,840726159111676;0,849346399041686
"336";"ZARC_336";51;38;11;1,27;1,03021899941735;1,01118579646903;0,239781000582646;0,258814203530969
"337";"ZARC_337";48;38;14;1,21;1,04415631808859;1,01843372891593;0,165843681911412;0,191566271084067
"338";"ZARC_338";45;38;17;1,2;1,06362130442519;1,03095502549941;0,136378695574814;0,169044974500592
"339";"ZARC_339";43;38;19;0,9;1,07966888846367;1,04229091775858;-0,179668888463675;-0,142290917758581
"340";"ZARC_340";32;38;30;0,9;1,21184484935019;1,15024100275451;-0,311844849350189;-0,250241002754514
"341";"ZARC_341";58;38;4;0,83;1,01919507454977;1,01447600902263;-0,189195074549772;-0,184476009022632
"342";"ZARC_342";54;38;8;0,67;1,02180934841148;1,00913975881256;-0,351809348411481;-0,339139758812559
"343";"ZARC_343";9;38;53;1,68;1,72835921836265;1,6936896069577;-0,0483592183626477;-0,0136896069576971
"344";"ZARC_344";16;38;46;1,52;1,53676481642655;1,4725548610231;-0,0167648164265508;0,0474451389768997
"345";"ZARC_345";10;37;53;2,49;1,72398658421149;1,68423058171762;0,766013415788507;0,805769418282382
"346";"ZARC_346";34;37;29;2,15;1,19595274409783;1,13565344236044;0,954047255902169;1,01434655763956
"347";"ZARC_347";10;37;53;2,09;1,72398658421149;1,68423058171762;0,366013415788507;0,405769418282382
"348";"ZARC_348";19;37;44;1,68;1,48589515135567;1,41598763895688;0,194104848644325;0,264012361043124
"349";"ZARC_349";41;37;22;1,25;1,10636574214218;1,06095198966854;0,143634257857815;0,189048010331458
"350";"ZARC_350";59;37;4;1,16;1,00959497506212;1,0009992181419;0,150405024937876;0,159000781858102
"351";"ZARC_351";9;37;54;1,16;1,75340998362608;1,71973224566466;-0,593409983626079;-0,559732245664655
"352";"ZARC_352";55;37;8;1,12;1,01447433369074;0,998868750606351;0,105525666309262;0,121131249393649
"353";"ZARC_353";57;37;6;1,09;1,01084713607085;0,998848516768738;0,0791528639291453;0,091151483231262
"354";"ZARC_354";31;37;32;1,02;1,24325356079921;1,17769036251735;-0,223253560799215;-0,157690362517349
"355";"ZARC_355";39;37;24;1;1,12899323265129;1,07911139989815;-0,128993232651286;-0,079111399898153
"356";"ZARC_356";23;37;40;0,97;1,39551447472558;1,32300446054725;-0,425514474725579;-0,353004460547251
"357";"ZARC_357";56;37;7;0,85;1,0123638553044;0,998587473878077;-0,162363855304402;-0,148587473878077
"358";"ZARC_358";49;37;14;0,83;1,0396061462173;1,01200127266726;-0,209606146217302;-0,182001272667264
"359";"ZARC_359";9;37;54;2,18;1,75340998362608;1,71973224566466;0,426590016373921;0,460267754335345
"360";"ZARC_360";23;37;40;1,89;1,39551447472558;1,32300446054725;0,494485525274421;0,566995539452749
"361";"ZARC_361";6;37;57;2,22;1,84524273678657;1,83390394939813;0,374757263213432;0,386096050601868
"362";"ZARC_362";15;36;49;1,92;1,60952396683586;1,54855162343713;0,310476033164136;0,371448376562867
"363";"ZARC_363";1;36;63;2,19;2,03614859132457;2,0790331130711;0,153851408675429;0,110966886928897
"364";"ZARC_364";1;36;63;2,02;2,03614859132457;2,0790331130711;-0,0161485913245708;-0,059033113071103
"365";"ZARC_365";51;36;13;2;1,02848892663286;1,00090483299521;0,971511073367136;0,999095167004794
"366";"ZARC_366";20;36;44;1,6;1,48439134746614;1,41298774591693;0,115608652533857;0,18701225408307
"367";"ZARC_367";22;36;42;1,45;1,43835163078423;1,36535829911366;0,0116483692157726;0,0846417008863423
"368";"ZARC_368";48;36;16;1,14;1,04852852934992;1,01493661474354;0,0914714706500762;0,125063385256456
"369";"ZARC_369";59;36;5;1,11;1,00027663846873;0,986334523794362;0,109723361531274;0,123665476205638
"370";"ZARC_370";23;36;41;1,1;1,41619177195741;1,3428652709862;-0,316191771957407;-0,242865270986203
"371";"ZARC_371";41;36;23;1,01;1,11535425768626;1,06679821772873;-0,105354257686262;-0,0567982177287258
"372";"ZARC_372";47;36;17;1;1,05635506294113;1,0206821960096;-0,0563550629411267;-0,0206821960096026
"373";"ZARC_373";28;36;36;1;1,31399247296467;1,2427969475836;-0,313992472964674;-0,242796947583599
"374";"ZARC_374";42;36;22;0,91;1,10408772603851;1,05768980491596;-0,194087726038511;-0,147689804915959
"375";"ZARC_375";52;36;12;0,9;1,02295572507936;0,997280477143958;-0,12295572507936;-0,0972804771439585
"376";"ZARC_376";45;36;19;0,85;1,07372812915181;1,03380908648692;-0,223728129151806;-0,183809086486923
"377";"ZARC_377";54;36;10;0,78;1,01360932100063;0,991588809356477;-0,233609321000627;-0,211588809356477
"378";"ZARC_378";55;36;9;0,65;1,0097961184754;0,989515856362273;-0,359796118475397;-0,339515856362273
"379";"ZARC_379";56;36;8;0,6;1,00655624895959;0,987955246387331;-0,406556248959592;-0,387955246387331
"380";"ZARC_380";8;36;56;1,94;1,80878962034931;1,78300423329088;0,131210379650688;0,156995766709122
"381";"ZARC_381";16;36;48;1,26;1,58335077694307;1,51945702515983;-0,32335077694307;-0,259457025159831
"382";"ZARC_382";13;36;51;1,03;1,66359034564973;1,60989642724928;-0,633590345649726;-0,57989642724928
"383";"ZARC_383";6;35;59;1,28;1,89660365787462;1,8877791487864;-0,616603657874615;-0,607779148786397
"384";"ZARC_384";5;35;60;1,99;1,92859783567959;1,92871783034029;0,0614021643204057;0,061282169659713
"385";"ZARC_385";19;35;46;1,78;1,53099387122147;1,4609200482839;0,249006128778532;0,3190799517161
"386";"ZARC_386";51;35;14;1,35;1,02912426302406;0,997595500699843;0,320875736975939;0,352404499300157
"387";"ZARC_387";53;35;12;1,15;1,01655624595781;0,98857773585661;0,13344375404219;0,16142226414339
"388";"ZARC_388";37;35;28;1,11;1,17902595148669;1,11956434405763;-0,0690259514866937;-0,0095643440576263
"389";"ZARC_389";49;35;16;1,01;1,04390390755456;1,0086132038185;-0,0339039075545582;0,00138679618150261
"390";"ZARC_390";32;35;33;1;1,25882534493269;1,19089077710626;-0,258825344932692;-0,190890777106256
"391";"ZARC_391";52;35;13;0,8;1,02256380105791;0,992838913202083;-0,222563801057905;-0,192838913202083
"392";"ZARC_392";38;35;27;0,8;1,16472479339568;1,10718720760597;-0,364724793395678;-0,307187207605967
"393";"ZARC_393";56;35;9;0,66;1,00185102185389;0,978728983143724;-0,341851021853893;-0,318728983143724
"394";"ZARC_394";57;35;8;0,6;0,998055094218044;0,976414047856324;-0,398055094218044;-0,376414047856324
"395";"ZARC_395";43;35;22;0,53;1,10151260593152;1,05411636075626;-0,571512605931521;-0,524116360756259
"396";"ZARC_396";50;35;15;0,4;1,03623763185628;1,00285195670908;-0,636237631856279;-0,602851956709078
"397";"ZARC_397";15;35;50;1,27;1,63353686660256;1,57314934875863;-0,363536866602562;-0,303149348758631
"398";"ZARC_398";3;34;63;1,46;2,02018739713181;2,04158762949906;-0,560187397131812;-0,581587629499059
"399";"ZARC_399";20;34;46;1,36;1,52945646969458;1,45805381804094;-0,169456469694583;-0,0980538180409372
"400";"ZARC_400";14;34;52;1,76;1,68508375670575;1,62910161648356;0,0749162432942533;0,13089838351644
"401";"ZARC_401";21;34;45;1,61;1,5053822710555;1,43272541392467;0,104617728944502;0,177274586075331
"402";"ZARC_402";56;34;10;2,41;0,998248173987306;0,970884400171124;1,41175182601269;1,43911559982888
"403";"ZARC_403";12;34;54;2;1,74121936482439;1,69394418537442;0,258780635175614;0,306055814625578
"404";"ZARC_404";64;34;2;1,87;0,973918493247208;0,955137652495206;0,896081506752792;0,914862347504794
"405";"ZARC_405";11;34;55;1,7;1,77008588996775;1,72794551097455;-0,0700858899677517;-0,027945510974545
"406";"ZARC_406";51;34;15;1,69;1,03075984793755;0,995495745572378;0,659240152062447;0,694504254427622
"407";"ZARC_407";4;34;62;1,5;1,98706102620686;1,99805454719151;-0,487061026206861;-0,498054547191505
"408";"ZARC_408";12;34;54;1,27;1,74121936482439;1,69394418537442;-0,471219364824385;-0,423944185374422
"409";"ZARC_409";4;34;62;1,13;1,98706102620686;1,99805454719151;-0,857061026206861;-0,868054547191505
"410";"ZARC_410";49;34;17;1,04;1,04749188257654;1,00865281708757;-0,00749188257653807;0,0313471829124341
"411";"ZARC_411";54;34;12;0,91;1,00965540139931;0,979333124543383;-0,0996554013993109;-0,069333124543383
"412";"ZARC_412";47;34;19;0,73;1,06635384010632;1,02376871306706;-0,336353840106315;-0,293768713067057
"413";"ZARC_413";11;34;55;2,23;1,77008588996775;1,72794551097455;0,459914110032248;0,502054489025454
"414";"ZARC_414";24;34;42;1,87;1,43635455947443;1,36176442693977;0,433645440525566;0,508235573060234
"415";"ZARC_415";15;34;51;1,18;1,65781467373047;1,59820860174305;-0,477814673730474;-0,418208601743052
"416";"ZARC_416";9;34;57;1,87;1,82941638242258;1,79924312164395;0,0405836175774214;0,0707568783560544
"417";"ZARC_417";26;33;41;1,04;1,41365602869139;1,33859529598383;-0,373656028691392;-0,298595295983828
"418";"ZARC_418";13;33;54;1,76;1,73786889039244;1,68715206933556;0,0221311096075561;0,0728479306644354
"419";"ZARC_419";3;33;64;0,93;2,04614967601674;2,06853142737083;-1,11614967601674;-1,13853142737083
"420";"ZARC_420";7;33;60;1,81;1,91669270681501;1,90226249724685;-0,106692706815006;-0,0922624972468549
"421";"ZARC_421";11;33;56;2,18;1,79542861088263;1,75457586823518;0,384571389117374;0,425424131764819
"422";"ZARC_422";60;33;7;1,47;0,974846306977046;0,948064125087267;0,495153693022954;0,521935874912733
"423";"ZARC_423";21;33;46;1,16;1,5281121916051;1,45569018218187;-0,368112191605102;-0,295690182181873
"424";"ZARC_424";13;33;54;1,08;1,73786889039244;1,68715206933556;-0,657868890392443;-0,607152069335563
"425";"ZARC_425";58;33;9;0,73;0,984272897009768;0,955382068604685;-0,254272897009769;-0,225382068604685
"426";"ZARC_426";52;33;15;0,73;1,02484197701197;0,987667062641658;-0,294841977011968;-0,257667062641658
"427";"ZARC_427";56;33;11;0,69;0,995747705359829;0,96440081876195;-0,305747705359829;-0,27440081876195
"428";"ZARC_428";62;33;5;0,61;0,967467935261662;0,942422487526351;-0,357467935261662;-0,332422487526351
"429";"ZARC_429";59;33;8;0,57;0,97930357470374;0,951512158957627;-0,40930357470374;-0,381512158957627
"430";"ZARC_430";42;33;25;0,4;1,13342147669574;1,07842028167957;-0,733421476695742;-0,678420281679573
"431";"ZARC_431";6;33;61;1,69;1,94828886724644;1,94201597783285;-0,258288867246437;-0,252015977832855
"432";"ZARC_432";10;33;57;2,11;1,82497655299672;1,78985329270006;0,285023447003281;0,320146707299937
"433";"ZARC_433";2;33;65;1,65;2,07979405476551;2,11322255389571;-0,429794054765511;-0,463222553895706
"434";"ZARC_434";11;33;56;1,06;1,79542861088263;1,75457586823518;-0,735428610882626;-0,694575868235181
"435";"ZARC_435";5;33;62;2,19;1,9803970822572;1,98295880024717;0,209602917742796;0,20704119975283
"436";"ZARC_436";9;32;59;2,3;1,88079906745875;1,85340641438698;0,419200932541253;0,446593585613024
"437";"ZARC_437";8;32;60;1,77;1,91145877654945;1,89092776877974;-0,141458776549449;-0,120927768779735
"438";"ZARC_438";12;32;56;2,2;1,79176971080247;1,7471193734182;0,408230289197527;0,452880626581797
"439";"ZARC_439";9;32;59;2,2;1,88079906745875;1,85340641438698;0,319200932541252;0,346593585613024
"440";"ZARC_440";11;32;57;1,95;1,82095453458526;1,78152689659174;0,12904546541474;0,168473103408256
"441";"ZARC_441";67;32;1;1,78;0,943712194145039;0,916403282129724;0,836287805854961;0,863596717870276
"442";"ZARC_442";49;32;19;1,6;1,0575460213272;1,01219977514453;0,542453978672798;0,587800224855469
"443";"ZARC_443";10;32;58;1,4;1,85063098680402;1,81694778388301;-0,450630986804018;-0,416947783883014
"444";"ZARC_444";64;32;4;1,35;0,951622858866045;0,923432813868567;0,398377141133955;0,426567186131433
"445";"ZARC_445";44;32;24;1,23;1,11743516394615;1,06348028230322;0,112564836053846;0,166519717696781
"446";"ZARC_446";48;32;20;1,2;1,06854059297905;1,02152090715373;0,13145940702095;0,178479092846273
"447";"ZARC_447";13;32;55;1,1;1,76307651545566;1,7137014275111;-0,663076515455658;-0,613701427511099
"448";"ZARC_448";12;32;56;1,1;1,79176971080247;1,7471193734182;-0,691769710802473;-0,647119373418203
"449";"ZARC_449";58;32;10;1,07;0,980718156079282;0,947918215957731;0,0892818439207183;0,122081784042269
"450";"ZARC_450";66;32;2;1,03;0,945857453949403;0,91836662381585;0,0841425460505968;0,11163337618415
"451";"ZARC_451";62;32;6;0,73;0,959354777526572;0,930032149505928;-0,229354777526572;-0,200032149505928
"452";"ZARC_452";47;32;21;0,7;1,08002679306687;1,03130179185904;-0,380026793066868;-0,331301791859043
"453";"ZARC_453";61;32;7;0,67;0,963958179510792;0,933913050161614;-0,293958179510792;-0,263913050161613
"454";"ZARC_454";60;32;8;0,58;0,969053209930984;0,938185406167851;-0,389053209930984;-0,358185406167851
"455";"ZARC_455";57;32;11;0,55;0,987288071807388;0,953386305442755;-0,437288071807388;-0,403386305442755
"456";"ZARC_456";24;32;44;2,29;1,47989884341479;1,40517888795141;0,810101156585206;0,884821112048593
"457";"ZARC_457";8;32;60;2,22;1,91145877654945;1,89092776877974;0,308541223450551;0,329072231220265
"458";"ZARC_458";15;32;53;2,28;1,70716501006994;1,64974202615829;0,57283498993006;0,63025797384171
"459";"ZARC_459";7;32;61;1,83;1,94261011407612;1,92953743877971;-0,112610114076121;-0,0995374387797141
"460";"ZARC_460";26;32;42;1,95;1,43480316362045;1,35951909410137;0,515196836379554;0,590480905898634
"461";"ZARC_461";25;31;44;2,17;1,47915639527865;1,40426880559637;0,690843604721348;0,765731194403634
"462";"ZARC_462";3;31;66;1,67;2,09813361470916;2,12216562877134;-0,428133614709159;-0,45216562877134
"463";"ZARC_463";11;31;58;1,35;1,84666366107566;1,80880145028618;-0,496663661075655;-0,458801450286175
"464";"ZARC_464";25;31;44;2,19;1,47915639527865;1,40426880559637;0,710843604721348;0,785731194403634
"465";"ZARC_465";12;31;57;2,1;1,8173503271882;1,77425463244383;0,282649672811797;0,325745367556165
"466";"ZARC_466";45;31;24;1,26;1,11435479505536;1,0595967000689;0,14564520494464;0,200403299931102
"467";"ZARC_467";31;31;38;1,1;1,34992541892213;1,27616201658533;-0,249925418922129;-0,176162016585327
"468";"ZARC_468";33;31;36;1,09;1,31061804514415;1,23856459081404;-0,220618045144152;-0,148564590814044
"469";"ZARC_469";63;31;6;1;0,947184538926328;0,914452244342941;0,0528154610736722;0,085547755657059
"470";"ZARC_470";61;31;8;0,84;0,958219775147826;0,924298798372209;-0,118219775147826;-0,084298798372209
"471";"ZARC_471";54;31;15;0,68;1,01168597414022;0,970623257445197;-0,331685974140221;-0,290623257445196
"472";"ZARC_472";59;31;10;0,65;0,971139820539756;0,935622553283853;-0,321139820539756;-0,285622553283853
"473";"ZARC_473";39;31;30;0,57;1,20400477883281;1,13962850178231;-0,634004778832812;-0,569628501782307
"474";"ZARC_474";58;31;11;0,46;0,978306646674633;0,941848586531351;-0,518306646674633;-0,481848586531351
"475";"ZARC_475";62;31;7;0,39;0,952466555890773;0,919192778434766;-0,562466555890773;-0,529192778434766
"476";"ZARC_476";17;31;52;2,03;1,67785169214006;1,61535422201668;0,352148307859938;0,414645777983316
"477";"ZARC_477";24;31;45;1,93;1,5023440993622;1,42800535372594;0,4276559006378;0,501994646274065
"478";"ZARC_478";29;30;41;1,9;1,41193921991067;1,33700572866334;0,488060780089332;0,562994271336656
"479";"ZARC_479";8;30;62;1,92;1,96352490079554;1,94599353537735;-0,0435249007955406;-0,0259935353773466
"480";"ZARC_480";12;30;58;1,32;1,84313457250506;1,80176051314442;-0,523134572505056;-0,481760513144423
"481";"ZARC_481";68;30;2;1,82;0,914973907169269;0,879233718764953;0,905026092830731;0,940766281235047
"482";"ZARC_482";69;30;1;1,81;0,911246729827458;0,875280912325414;0,898753270172542;0,934719087674586
"483";"ZARC_483";57;30;13;1,72;0,985724083779323;0,944874936825355;0,734275916220677;0,775125063174645
"484";"ZARC_484";58;30;12;1,45;0,977038368795822;0,937156332412278;0,472961631204178;0,512843667587722
"485";"ZARC_485";64;30;6;1,15;0,934390378028954;0,898318409971817;0,215609621971046;0,251681590028183
"486";"ZARC_486";53;30;17;1;1,02497470520577;0,979495845225968;-0,0249747052057728;0,0205041547740324
"487";"ZARC_487";42;30;28;0,95;1,17010294644119;1,10846332657585;-0,220102946441192;-0,158463326575848
"488";"ZARC_488";63;30;7;0,81;0,940371436116987;0,903924285919176;-0,130371436116987;-0,0939242859191756
"489";"ZARC_489";60;30;10;0,81;0,961019267276554;0,922805589699903;-0,151019267276554;-0,112805589699903
"490";"ZARC_490";13;30;57;0,8;1,81416393080555;1,7680283707302;-1,01416393080555;-0,968028370730199
"491";"ZARC_491";36;30;34;0,68;1,27225338890835;1,20251340557173;-0,592253388908351;-0,522513405571725
"492";"ZARC_492";59;30;11;0,67;0,968803429961566;0,929801547737453;-0,298803429961566;-0,259801547737453
"493";"ZARC_493";62;30;8;0,4;0,946803270354265;0,909871363883318;-0,546803270354265;-0,509871363883318
"494";"ZARC_494";23;30;47;2,41;1,54925020201891;1,4765527928535;0,860749797981091;0,933447207146496
"495";"ZARC_495";11;30;59;1,93;1,87255599035381;1,83640240082152;0,0574440096461892;0,0935975991784765
"496";"ZARC_496";3;30;67;2,48;2,12415527451665;2,14884241223433;0,355844725483351;0,331157587765674
"497";"ZARC_497";3;30;67;2,48;2,12415527451665;2,14884241223433;0,355844725483351;0,331157587765674
"498";"ZARC_498";14;30;56;2;1,78564406525528;1,73518595243152;0,214355934744717;0,264814047568479
"499";"ZARC_499";2;30;68;1,32;2,15763367770861;2,19264939656797;-0,837633677708606;-0,872649396567969
"500";"ZARC_500";13;29;58;1,57;1,84004372109222;1,79581682727552;-0,270043721092223;-0,225816827275517
"501";"ZARC_501";31;29;40;1,47;1,39021651020332;1,31605990204132;0,0797834897966785;0,153940097958679
