"AT";"SIL";"ARG";"ADm2_mm_cm";"ClasseAD_m2";"LI_ICm2";"LS_ICm2"
75;14;11;0,693234908741043;"AD 3 (0,78)";0,659640213071699;0,72790656026562
74;15;11;0,715962544649974;"AD 3 (0,78)";0,680388502485226;0,752706807493232
73;16;11;0,73898511542706;"AD 3 (0,78)";0,70131496801404;0,777927662989486
72;17;11;0,762296120149974;"AD 3 (0,78)";0,72243803678211;0,803536349823597
71;18;11;0,785888940900676;"AD 3 (0,78)";0,743773140843962;0,829502879557089
70;19;11;0,809756847231058;"AD 3 (0,78)";0,765332961011931;0,855799822262629
69;20;11;0,833893000557693;"AD 3 (0,78)";0,787127746859693;0,882402000093565
68;21;11;0,858290458487565;"AD 3 (0,78)";0,809165644799966;0,909286172513276
67;22;11;0,882942179076467;"AD 3 (0,78)";0,83145299984682;0,936430747580448
66;23;11;0,907841025021772;"AD 3 (0,78)";0,85399461688511;0,963815533474078
65;24;11;0,932979767791089;"AD 3 (0,78)";0,876793978303165;0,99142153340786
64;25;11;0,958351091688386;"AD 4 (1,10)";0,89985342025012;1,01923078167829
63;26;11;0,983947597858898;"AD 4 (1,10)";0,923174271986998;1,04722621638253
62;27;11;1,0097618082343;"AD 4 (1,10)";0,946756963318536;1,07539158382419
61;28;11;1,03578616941937;"AD 4 (1,10)";0,970601104793689;1,10371136992381
60;29;11;1,06201305652138;"AD 4 (1,10)";0,994705544725212;1,1321707545881
59;30;11;1,0884347769235;"AD 4 (1,10)";1,01906840634939;1,16075558572132
58;31;11;1,1150435740032;"AD 4 (1,10)";1,0436871077439;1,1894523702648
57;32;11;1,1418316307969;"AD 4 (1,10)";1,06855836649424;1,21824828027812
56;33;11;1,16879107361175;"AD 4 (1,10)";1,09367819056179;1,24713117261257
55;34;11;1,1959139755857;"AD 4 (1,10)";1,11904185635878;1,27608962117519
54;35;11;1,22319236019668;"AD 4 (1,10)";1,14464387467131;1,30511296114562
53;36;11;1,2506182047219;"AD 4 (1,10)";1,17047794478414;1,33419134479521
52;37;11;1,27818344364806;"AD 4 (1,10)";1,19653689694824;1,36331580877056
51;38;11;1,30587997203348;"AD 4 (1,10)";1,22281262319405;1,39247835284155
50;39;11;1,33369964882271;"AD 5 (1,53)";1,24929599643717;1,42167203016964
49;40;11;1,3616343001147;"AD 5 (1,53)";1,27597677786303;1,45089104911303
48;41;11;1,38967572238496;"AD 5 (1,53)";1,30284351273091;1,48013088643049
47;42;11;1,41781568566279;"AD 5 (1,53)";1,329883415036;1,5093884114479
46;43;11;1,44604593666389;"AD 5 (1,53)";1,35708224194274;1,53866202027652
45;44;11;1,47435820187937;"AD 5 (1,53)";1,38442415959617;1,56795177847845
44;45;11;1,50274419062157;"AD 5 (1,53)";1,41189160287136;1,59725956962151
43;46;11;1,5311955980274;"AD 5 (1,53)";1,43946513287328;1,62658924591324
42;47;11;1,55970410801978;"AD 5 (1,53)";1,46712329757303;1,65594677552999
41;48;11;1,58826139622784;"AD 5 (1,53)";1,49484250285331;1,68534037937024
40;49;11;1,61685913286625;"AD 5 (1,53)";1,52259690337289;1,71478064782417
39;50;11;1,64548898557441;"AD 5 (1,53)";1,55035832490208;1,74428062590926
38;51;11;1,67414262221591;"AD 5 (1,53)";1,57809623187285;1,77385585303001
37;52;11;1,70281171363885;"AD 5 (1,53)";1,60577775543986;1,80352434206699
36;53;11;1,73148793639731;"AD 5 (1,53)";1,63336779784304;1,83330648200637
35;54;11;1,76016297543476;"AD 5 (1,53)";1,66082922768617;1,86322484949678
34;55;11;1,78882852672951;"AD 5 (1,53)";1,68812317730119;1,89330391816527
33;56;11;1,81747629990289;"AD 5 (1,53)";1,71520944723184;1,92356966066025
32;57;11;1,84609802079051;"AD 6 (2,14)";1,74204701402059;1,95404904723862
31;58;11;1,8746854339769;"AD 6 (2,14)";1,76859462651072;1,98476945568661
30;59;11;1,90323030529418;"AD 6 (2,14)";1,79481146409874;2,01575801914043
29;60;11;1,9317244242848;"AD 6 (2,14)";1,82065781975443;2,04704094899036
28;61;11;1,96015960662907;"AD 6 (2,14)";1,84609576341541;2,07864287726289
27;62;11;1,98852769653755;"AD 6 (2,14)";1,87108973951349;2,11058626472444
26;63;11;2,01682056910887;"AD 6 (2,14)";1,89560705692008;2,14289091642053
25;64;11;2,04503013265317;"AD 6 (2,14)";1,91961824014095;2,17557363582125
24;65;11;2,07314833098151;"AD 6 (2,14)";1,94309722537298;2,20864803396101
23;66;11;2,10116714566169;"AD 6 (2,14)";1,96602140132232;2,24212449367456
22;67;11;2,12907859824061;"AD 6 (2,14)";1,98837150954646;2,27601027416721
21;68;11;2,15687475243355;"AD 6 (2,14)";2,01013143019413;2,31030973004653
20;69;11;2,18454771628072;"AD 6 (2,14)";2,0312878851559;2,34502461280317
19;70;11;2,21208964427124;"AD 6 (2,14)";2,0518300918;2,38015442156747
18;71;11;2,2394927394349;"AD 6 (2,14)";2,07174939758918;2,41569677284639
17;72;11;2,26674925540198;"AD 6 (2,14)";2,09103892038771;2,45164776443258
16;73;11;2,29385149843128;"AD 6 (2,14)";2,10969321264352;2,48800231530136
15;74;11;2,32079182940672;"AD 6 (2,14)";2,1277079610708;2,52475446987072
14;75;11;2,34756266580272;"AD 6 (2,14)";2,14507972775395;2,56189766070435
13;76;11;2,37415648361858;"AD 6 (2,14)";2,16180573413068;2,59942492820032
12;77;11;2,40056581928208;"AD 6 (2,14)";2,1778836861592;2,63732909896107
11;78;11;2,4267832715225;"AD 6 (2,14)";2,19331163700027;2,67560292651463
10;79;11;2,45280150321342;"AD 6 (2,14)";2,20808788251783;2,71423919908373
9;80;11;2,47861324318524;"AD 6 (2,14)";2,22221088456968;2,75323081943182
8;81;11;2,50421128800792;"AD 6 (2,14)";2,23567921719207;2,79257086168286
7;82;11;2,52958850374387;"AD 6 (2,14)";2,24849153119119;2,83225260960196
6;83;11;2,55473782767146;"AD 6 (2,14)";2,26064653320291;2,87226958027628
5;84;11;2,579652269979;"AD 6 (2,14)";2,27214297587393;2,91261553654333
4;85;11;2,60432491542969;"AD 6 (2,14)";2,28297965639254;2,95328449093873
3;86;11;2,62874892499753;"AD 6 (2,14)";2,29315542112263;2,99427070341036
2;87;11;2,65291753747436;"AD 6 (2,14)";2,30266917455311;3,03556867458693
1;88;11;2,67682407104836;"AD 6 (2,14)";2,31151989116426;3,07717313599984
0;89;11;2,70046192485392;"AD 6 (2,14)";2,31970662913378;3,11907903833584
88;0;12;0,433296121423179;"AD 1 (0,40)";0,40335089109549;0,464629475892942
87;1;12;0,450924909260581;"AD 1 (0,40)";0,422187164332203;0,48088665190122
86;2;12;0,468892422923669;"AD 1 (0,40)";0,441251645845786;0,497618649659482
85;3;12;0,487195132826302;"AD 2 (0,56)";0,460504953734693;0,514856648480918
84;4;12;0,505829362967038;"AD 2 (0,56)";0,479906198181889;0,532633000594282
83;5;12;0,524791294985219;"AD 2 (0,56)";0,499415413706689;0,550978813094626
82;6;12;0,544076972144082;"AD 2 (0,56)";0,51899685731763;0,56992066368115
81;7;12;0,563682303243386;"AD 2 (0,56)";0,538622646430911;0,589476976329491
80;8;12;0,58360306646398;"AD 2 (0,56)";0,558275814441745;0,609654979021963
79;9;12;0,603834913146521;"AD 2 (0,56)";0,577951809693157;0,630449217801473
78;10;12;0,624373371506465;"AD 2 (0,56)";0,597657929130253;0,651842135870597
77;11;12;0,645213850287338;"AD 2 (0,56)";0,617410946787972;0,673806457596717
76;12;12;0,666351642354176;"AD 2 (0,56)";0,637233791595731;0,696308522948191
75;13;12;0,687781928228906;"AD 3 (0,78)";0,6571522332895;0,719311613578807
74;14;12;0,709499779569388;"AD 3 (0,78)";0,677192227719265;0,742778619279953
73;15;12;0,731500162593709;"AD 3 (0,78)";0,697378150321906;0,766673816037374
72;16;12;0,753777941451248;"AD 3 (0,78)";0,717731838746046;0,790963834712469
71;17;12;0,776327881541983;"AD 3 (0,78)";0,73827223161038;0,815618033372766
70;18;12;0,799144652785387;"AD 3 (0,78)";0,759015381470944;0,840608495201857
69;19;12;0,822222832840245;"AD 3 (0,78)";0,779974667713669;0,865909826277978
68;20;12;0,845556910276622;"AD 3 (0,78)";0,801161092979185;0,891498869619353
67;21;12;0,869141287701183;"AD 3 (0,78)";0,82258359438026;0,917354404240855
66;22;12;0,89297028483698;"AD 3 (0,78)";0,84424933361802;0,943456865120459
65;23;12;0,917038141558798;"AD 3 (0,78)";0,866163950304222;0,969788099772538
64;24;12;0,941339020885089;"AD 4 (1,10)";0,888331774113116;0,996331165808729
63;25;12;0,965867011927464;"AD 4 (1,10)";0,910755997113582;1,02307016813951
62;26;12;0,990616132798704;"AD 4 (1,10)";0,933438810110932;1,04999013199092
61;27;12;1,01558033348017;"AD 4 (1,10)";0,956381507546317;1,07707690719211
60;28;12;1,0407534986495;"AD 4 (1,10)";0,979584565341938;1,10431709934866
59;29;12;1,06612945046935;"AD 4 (1,10)";1,00304769553501;1,13169802406235
58;30;12;1,09170195133811;"AD 4 (1,10)";1,02676988087357;1,15920768102696
57;31;12;1,11746470660313;"AD 4 (1,10)";1,05074939188164;1,18683474549576
56;32;12;1,14341136723743;"AD 4 (1,10)";1,07498378829748;1,21456857521978
55;33;12;1,1695355324804;"AD 4 (1,10)";1,09946990626705;1,24239923147724
54;34;12;1,19583075244325;"AD 4 (1,10)";1,12420383223962;1,27031751324984
53;35;12;1,22229053067982;"AD 4 (1,10)";1,14918086416105;1,29831500395296
52;36;12;1,24890832672341;"AD 4 (1,10)";1,17439546029004;1,3263841303965
51;37;12;1,27567755859016;"AD 4 (1,10)";1,19984117577417;1,3545182338421
50;38;12;1,30259160524958;"AD 4 (1,10)";1,22551058702114;1,38271165312323
49;39;12;1,3296438090628;"AD 5 (1,53)";1,25139520389868;1,4109598197969
48;40;12;1,35682747818906;"AD 5 (1,53)";1,27748536991228;1,43925936517958
47;41;12;1,3841358889609;"AD 5 (1,53)";1,30377015077202;1,46760823885819
46;42;12;1,41156228822863;"AD 5 (1,53)";1,33023721220125;1,49600583782503
45;43;12;1,43909989567446;"AD 5 (1,53)";1,3568726885041;1,52445314472145
44;44;12;1,4667419060968;"AD 5 (1,53)";1,38366104433913;1,55295287274464
43;45;12;1,49448149166522;"AD 5 (1,53)";1,410584933385;1,58150961353319
42;46;12;1,52231180414633;"AD 5 (1,53)";1,43762505915833;1,61012998277284
41;47;12;1,55022597710117;"AD 5 (1,53)";1,46476004514907;1,63882275635852
40;48;12;1,57821712805443;"AD 5 (1,53)";1,49196632361596;1,66759898777161
39;49;12;1,60627836063586;"AD 5 (1,53)";1,51921805468942;1,69647209502623
38;50;12;1,63440276669423;"AD 5 (1,53)";1,54648708960003;1,72545790336795
37;51;12;1,66258342838436;"AD 5 (1,53)";1,5737429934856;1,75457462827302
36;52;12;1,69081342022727;"AD 5 (1,53)";1,60095314378497;1,78384278274125
35;53;12;1,71908581114407;"AD 5 (1,53)";1,62808291905791;1,81328499404424
34;54;12;1,74739366646376;"AD 5 (1,53)";1,65509598954415;1,84292571861724
33;55;12;1,7757300499053;"AD 5 (1,53)";1,68195471444666;1,87279085011033
32;56;12;1,80408802553421;"AD 5 (1,53)";1,7086206417813;1,90290722475812
31;57;12;1,83246065969404;"AD 5 (1,53)";1,73505509532228;1,93330203953926
30;58;12;1,86084102291303;"AD 6 (2,14)";1,76121982111792;1,96400221065242
29;59;12;1,88922219178615;"AD 6 (2,14)";1,78707765535126;1,99503371053504
28;60;12;1,91759725083276;"AD 6 (2,14)";1,81259316834383;2,02642092862741
27;61;12;1,94595929433035;"AD 6 (2,14)";1,83773323824127;2,05818610234433
26;62;12;1,97430142812439;"AD 6 (2,14)";1,86246751331053;2,09034885932527
25;63;12;2,00261677141458;"AD 6 (2,14)";1,88676873325174;2,12292590056099
24;64;12;2,0308984585179;"AD 6 (2,14)";1,91061289544648;2,15593083847543
23;65;12;2,05913964060846;"AD 6 (2,14)";1,93397926866998;2,18937418743614
22;66;12;2,08733348743453;"AD 6 (2,14)";1,95685027146146;2,22326348949989
21;67;12;2,11547318901287;"AD 6 (2,14)";1,97921124280285;2,2576035477436
20;68;12;2,1435519573007;"AD 6 (2,14)";2,00105013796846;2,29239673431903
19;69;12;2,17156302784533;"AD 6 (2,14)";2,0223571825998;2,32764334017733
18;70;12;2,1994996614118;"AD 6 (2,14)";2,04312451437412;2,3633419370958
17;71;12;2,22735514558871;"AD 6 (2,14)";2,0633458356195;2,39948972865435
16;72;12;2,25512279637227;"AD 6 (2,14)";2,08301609338409;2,43608287365475
15;73;12;2,28279595972901;"AD 6 (2,14)";2,10213119694843;2,47311677199427
14;74;12;2,31036801313708;"AD 6 (2,14)";2,12068777728662;2,51058630848847
13;75;12;2,3378323671065;"AD 6 (2,14)";2,1386829888333;2,54848605428663
12;76;12;2,36518246667834;"AD 6 (2,14)";2,15611435109535;2,58681042834137
11;77;12;2,39241179290325;"AD 6 (2,14)";2,17297962597837;2,62555382306302
10;78;12;2,41951386429919;"AD 6 (2,14)";2,18927672592115;2,66471069906567
9;79;12;2,44648223828878;"AD 6 (2,14)";2,20500364778654;2,70427565405733
8;80;12;2,47331051261628;"AD 6 (2,14)";2,22015842771558;2,74424347066721
7;81;12;2,49999232674436;"AD 6 (2,14)";2,23473911263843;2,78460914751753
6;82;12;2,52652136323082;"AD 6 (2,14)";2,24874374472139;2,82536791726047
5;83;12;2,55289134908544;"AD 6 (2,14)";2,26217035563179;2,86651525469917
4;84;12;2,57909605710699;"AD 6 (2,14)";2,2750169680702;2,90804687754336
3;85;12;2,60512930720063;"AD 6 (2,14)";2,28728160252637;2,94995874184384
2;86;12;2,63098496767579;"AD 6 (2,14)";2,29896228765071;2,99224703371403
1;87;12;2,65665695652464;"AD 6 (2,14)";2,31005707299699;3,03490815858346
0;88;12;2,68213924268127;"AD 6 (2,14)";2,32056404318875;3,07793872893061
87;0;13;0,457559931554261;"AD 1 (0,40)";0,427487040160904;0,488955537104761
86;1;13;0,474767531098243;"AD 1 (0,40)";0,445948237535801;0,504753579348459
85;2;13;0,492284897157479;"AD 2 (0,56)";0,464607440341958;0,520997076798545
84;3;13;0,510109333508814;"AD 2 (0,56)";0,483429164428672;0,537714974880333
83;4;13;0,528238032259992;"AD 2 (0,56)";0,502376648519852;0,554937243291461
82;5;13;0,54666807660209;"AD 2 (0,56)";0,521414000177429;0,572692740648296
81;6;13;0,565396443516051;"AD 2 (0,56)";0,540509111047394;0,591006309630967
80;7;13;0,584420006434776;"AD 2 (0,56)";0,559636910122605;0,609895533900526
79;8;13;0,603735537862227;"AD 2 (0,56)";0,578782175133152;0,629367936684634
78;9;13;0,623339711950836;"AD 2 (0,56)";0,597941040087173;0,649419483015567
77;10;13;0,64322910703852;"AD 2 (0,56)";0,617120689854927;0,670034894734057
76;11;13;0,66340020814649;"AD 2 (0,56)";0,636337381772379;0,691189638288614
75;12;13;0,683849409438978;"AD 3 (0,78)";0,655613491065556;0,712852888534596
74;13;13;0,704573016645998;"AD 3 (0,78)";0,674974437258146;0,734990611375876
73;14;13;0,725567249450143;"AD 3 (0,78)";0,694446127424527;0,757568129391745
72;15;13;0,746828243838405;"AD 3 (0,78)";0,714053185217089;0,780551901524933
71;16;13;0,768352054419953;"AD 3 (0,78)";0,733817938531186;0,803910543971732
70;17;13;0,790134656710758;"AD 3 (0,78)";0,753759991120939;0,82761526696522
69;18;13;0,812171949385908;"AD 3 (0,78)";0,773896176217271;0,851639929404078
68;19;13;0,83445975650041;"AD 3 (0,78)";0,794240724498727;0,875960878980202
67;20;13;0,856993829679283;"AD 3 (0,78)";0,814805529662411;0,900556694561314
66;21;13;0,87976985027764;"AD 3 (0,78)";0,83560043990383;0,925407902523093
65;22;13;0,902783431511483;"AD 3 (0,78)";0,856633536135277;0,950496706204411
64;23;13;0,926030120559894;"AD 3 (0,78)";0,877911378524862;0,975806746906571
63;24;13;0,94950540063923;"AD 4 (1,10)";0,899439214985216;1,00132290281036
62;25;13;0,973204693049994;"AD 4 (1,10)";0,921221151604874;1,02703112582075
61;26;13;0,997123359196913;"AD 4 (1,10)";0,943260287968145;1,05291831339587
60;27;13;1,02125670258284;"AD 4 (1,10)";0,965558821353105;1,07897221137329
59;28;13;1,045599970777;"AD 4 (1,10)";0,988118123848498;1,10518134375506
58;29;13;1,07014835735809;"AD 4 (1,10)";1,01093879601668;1,13153496582666
57;30;13;1,09489700383276;"AD 4 (1,10)";1,03402070013928;1,15802303757538
56;31;13;1,11984100152998;"AD 4 (1,10)";1,05736297546284;1,18463621499286
55;32;13;1,14497539347161;"AD 4 (1,10)";1,08096403728494;1,21136585742337
54;33;13;1,17029517621989;"AD 4 (1,10)";1,10482156121558;1,23820404962481
53;34;13;1,19579530170196;"AD 4 (1,10)";1,12893245352567;1,26514363763243
52;35;13;1,22147067901211;"AD 4 (1,10)";1,15329280815612;1,2921782778536
51;36;13;1,24731617619191;"AD 4 (1,10)";1,17789785070904;1,31930249907355
50;37;13;1,27332662198879;"AD 4 (1,10)";1,20274186958264;1,34651177721238
49;38;13;1,29949680759335;"AD 4 (1,10)";1,22781813435341;1,37380262273099
48;39;13;1,32582148835576;"AD 5 (1,53)";1,25311880157133;1,40117268052181
47;40;13;1,35229538548157;"AD 5 (1,53)";1,27863480834222;1,4286208419116
46;41;13;1,3789131877074;"AD 5 (1,53)";1,30435575445996;1,45614736801484
45;42;13;1,40566955295656;"AD 5 (1,53)";1,33026977446337;1,48375402306442
44;43;13;1,43255910997523;"AD 5 (1,53)";1,35636340187363;1,51144421546464
43;44;13;1,4595764599492;"AD 5 (1,53)";1,38262142906582;1,53922314311459
42;45;13;1,48671617810169;"AD 5 (1,53)";1,40902676777405;1,56709793800315
41;46;13;1,51397281527236;"AD 5 (1,53)";1,43556031713035;1,59507780317682
40;47;13;1,54134089947793;"AD 5 (1,53)";1,46220084834185;1,62317413297683
39;48;13;1,56881493745449;"AD 5 (1,53)";1,48892491748533;1,6514006050675
38;49;13;1,59638941618193;"AD 5 (1,53)";1,51570682018672;1,6797732304891
37;50;13;1,62405880439058;"AD 5 (1,53)";1,54251860375273;1,70831034616928
36;51;13;1,65181755405049;"AD 5 (1,53)";1,56933015307117;1,73703253357713
35;52;13;1,67966010184329;"AD 5 (1,53)";1,59610936562236;1,76596244817844
34;53;13;1,70758087061716;"AD 5 (1,53)";1,62282242756133;1,79512454773348
33;54;13;1,7355742708249;"AD 5 (1,53)";1,64943419654214;1,82454471376649
32;55;13;1,76363470194543;"AD 5 (1,53)";1,67590868770301;1,8542497697892
31;56;13;1,79175655388884;"AD 5 (1,53)";1,70220964765211;1,88426691143922
30;57;13;1,8199342083853;"AD 5 (1,53)";1,72830118886581;1,9146230761222
29;58;13;1,84816204035782;"AD 6 (2,14)";1,75414844584011;1,94534429081779
28;59;13;1,87643441927933;"AD 6 (2,14)";1,77971820713257;1,97645504391277
27;60;13;1,90474571051393;"AD 6 (2,14)";1,8049794762074;2,00797772814929
26;61;13;1,93309027664278;"AD 6 (2,14)";1,82990391971977;2,03993219605285
25;62;13;1,96146247877462;"AD 6 (2,14)";1,85446617389737;2,07233545718261
24;63;13;1,98985667784109;"AD 6 (2,14)";1,87864399578558;2,10520153043816
23;64;13;2,01826723587713;"AD 6 (2,14)";1,90241826315631;2,13854144762335
22;65;13;2,04668851728647;"AD 6 (2,14)";1,92577284166922;2,17236338967909
21;66;13;2,07511489009247;"AD 6 (2,14)";1,94869434811394;2,20667292675684
20;67;13;2,10354072717437;"AD 6 (2,14)";1,97117184329899;2,24147332856775
19;68;13;2,13196040748915;"AD 6 (2,14)";1,99319648775929;2,27676591183592
18;69;13;2,16036831727912;"AD 6 (2,14)";2,01476118922346;2,31255039591534
17;70;13;2,18875885126541;"AD 6 (2,14)";2,03586026436991;2,34882524404151
16;71;13;2,21712641382735;"AD 6 (2,14)";2,05648913035262;2,38558797473779
15;72;13;2,24546542016809;"AD 6 (2,14)";2,07664403503606;2,42283543443703
14;73;13;2,2737702974664;"AD 6 (2,14)";2,09632182950837;2,46056402775002
13;74;13;2,30203548601482;"AD 6 (2,14)";2,11551978248268;2,49876990577123
12;75;13;2,33025544034437;"AD 6 (2,14)";2,13423543359426;2,53744911541449
11;76;13;2,35842463033576;"AD 6 (2,14)";2,15246648113682;2,57659771423561
10;77;13;2,38653754231735;"AD 6 (2,14)";2,17021069917709;2,61621185580338
9;78;13;2,41458868014998;"AD 6 (2,14)";2,18746587897267;2,65628785069399
8;79;13;2,4425725662986;"AD 6 (2,14)";2,20422978996839;2,69682220783424
7;80;13;2,47048374289103;"AD 6 (2,14)";2,2205001561886;2,73781166037623
6;81;13;2,4983167727638;"AD 6 (2,14)";2,23627464445811;2,77925317967126
5;82;13;2,5260662404952;"AD 6 (2,14)";2,25155086149566;2,82114398029926
4;83;13;2,55372675342567;"AD 6 (2,14)";2,26632635748766;2,86348151854629
3;84;13;2,58129294266559;"AD 6 (2,14)";2,28059863424475;2,90626348622792
2;85;13;2,60875946409057;"AD 6 (2,14)";2,29436515646297;2,9494878013368
1;86;13;2,63612099932433;"AD 6 (2,14)";2,30762336495742;2,993152596647
0;87;13;2,66337225670923;"AD 6 (2,14)";2,32037069101579;3,03725620712772
86;0;14;0,482083188519642;"AD 2 (0,56)";0,451638361796834;0,513812459655369
85;1;14;0,49881439055992;"AD 2 (0,56)";0,469676775770354;0,529085437038663
84;2;14;0,515829751726126;"AD 2 (0,56)";0,487888132082281;0,544776421595452
83;3;14;0,533127406639961;"AD 2 (0,56)";0,506240725704442;0,560912241356346
82;4;14;0,550705407036469;"AD 2 (0,56)";0,524701685873656;0,577520705094156
81;5;14;0,568561723522619;"AD 2 (0,56)";0,543238814610974;0,594628771609526
80;6;14;0,586694247308718;"AD 2 (0,56)";0,561823114624302;0,612260029482909
79;7;14;0,605100791913539;"AD 2 (0,56)";0,580431678245044;0,630431815647191
78;8;14;0,623779094843919;"AD 2 (0,56)";0,599050301587586;0,649152608596707
77;9;14;0,642726819249599;"AD 2 (0,56)";0,61767506814878;0,668420452019852
76;10;14;0,661941555554009;"AD 2 (0,56)";0,636312379211758;0,688222931494977
75;11;14;0,681420823061684;"AD 3 (0,78)";0,65497743343024;0,708538701877289
74;12;14;0,701162071542965;"AD 3 (0,78)";0,67369167867375;0,729340042299979
73;13;14;0,721162682796578;"AD 3 (0,78)";0,692479984438736;0,750595690487921
72;14;14;0,741419972190719;"AD 3 (0,78)";0,711368160089021;0,772273331123873
71;15;14;0,761931190183177;"AD 3 (0,78)";0,730381140743827;0,79434141645192
70;16;14;0,782693523821043;"AD 3 (0,78)";0,749541878743208;0,816770281191248
69;17;14;0,803704098220517;"AD 3 (0,78)";0,768870813021476;0,839532679432435
68;18;14;0,824959978027311;"AD 3 (0,78)";0,78838573780296;0,862603922104527
67;19;14;0,846458168858106;"AD 3 (0,78)";0,808101909332875;0,885961776302579
66;20;14;0,86819561872352;"AD 3 (0,78)";0,828032271593942;0,909586245527442
65;21;14;0,890169219433022;"AD 3 (0,78)";0,848187724126007;0,93345930772272
64;22;14;0,912375807982195;"AD 3 (0,78)";0,868577387603778;0,957564655455979
63;23;14;0,93481216792275;"AD 3 (0,78)";0,889208844648707;0,98188746077017
62;24;14;0,957475030715678;"AD 4 (1,10)";0,910088346599642;1,00641417398263
61;25;14;0,980361077067882;"AD 4 (1,10)";0,931220984322677;1,03113235835305
60;26;14;1,00346693825267;"AD 4 (1,10)";0,952610824809461;1,0560305588729
59;27;14;1,02678919741444;"AD 4 (1,10)";0,97426101683486;1,08109820190722
58;28;14;1,05032439085781;"AD 4 (1,10)";0,996173869298373;1,10632552206581
57;29;14;1,07406900932167;"AD 4 (1,10)";1,0183509056432;1,13170351291162
56;30;14;1,09801949923828;"AD 4 (1,10)";1,04079289726259;1,15722389859817
55;31;14;1,12217226397775;"AD 4 (1,10)";1,0634998782431;1,18287912408764
54;32;14;1,14652366507828;"AD 4 (1,10)";1,08647114324891;1,20866236214707
53;33;14;1,17107002346234;"AD 4 (1,10)";1,10970522986327;1,23456753580772
52;34;14;1,19580762063895;"AD 4 (1,10)";1,1331998862914;1,26058935538452
51;35;14;1,2207326998926;"AD 4 (1,10)";1,15695202500357;1,28672336947831
50;36;14;1,2458414674587;"AD 4 (1,10)";1,18095766266383;1,31296602961611
49;37;14;1,27113009368609;"AD 4 (1,10)";1,20521184656095;1,33931476831448
48;38;14;1,29659471418661;"AD 4 (1,10)";1,22970856774801;1,36576809036009
47;39;14;1,32223143097208;"AD 5 (1,53)";1,25444066123191;1,39232567696772
46;40;14;1,34803631357887;"AD 5 (1,53)";1,27939969386539;1,41898850216369
45;41;14;1,37400540018025;"AD 5 (1,53)";1,30457584112567;1,44575896021175
44;42;14;1,40013469868667;"AD 5 (1,53)";1,32995775476234;1,47264100209968
43;43;14;1,42642018783428;"AD 5 (1,53)";1,35553242441483;1,49964027798714
42;44;14;1,4528578182617;"AD 5 (1,53)";1,38128503777665;1,52676428103838
41;45;14;1,47944351357543;"AD 5 (1,53)";1,40719884573867;1,5540224862084
40;46;14;1,50617317140386;"AD 5 (1,53)";1,43325504114357;1,58142647535113
39;47;14;1,53304266444019;"AD 5 (1,53)";1,45943266221668;1,60899003758537
38;48;14;1,56004784147434;"AD 5 (1,53)";1,48570853416946;1,63672923142258
37;49;14;1,58718452841407;"AD 5 (1,53)";1,51205726451581;1,6646623931175
36;50;14;1,61444852929538;"AD 5 (1,53)";1,53845130873809;1,69281007460497
35;51;14;1,64183562728245;"AD 5 (1,53)";1,56486112239256;1,72119489493422
34;52;14;1,66934158565715;"AD 5 (1,53)";1,59125541280996;1,74984129204528
33;53;14;1,69696214879828;"AD 5 (1,53)";1,61760149763639;1,77877516764314
32;54;14;1,72469304315076;"AD 5 (1,53)";1,64386576839855;1,8080234269861
31;55;14;1,75252997818479;"AD 5 (1,53)";1,67001424560329;1,83761342707893
30;56;14;1,78046864734514;"AD 5 (1,53)";1,69601319902239;1,86757235962047
29;57;14;1,80850472899077;"AD 5 (1,53)";1,72182979502879;1,89792660684005
28;58;14;1,83663388732477;"AD 5 (1,53)";1,74743272480439;1,92870111640291
27;59;14;1,86485177331479;"AD 6 (2,14)";1,77279276526985;1,95991884353502
26;60;14;1,89315402560415;"AD 6 (2,14)";1,79788322987378;1,99160030322997
25;61;14;1,92153627141357;"AD 6 (2,14)";1,82268027838728;2,0237632633929
24;62;14;1,94999412743384;"AD 6 (2,14)";1,84716307132977;2,05642259329548
23;63;14;1,9785232007093;"AD 6 (2,14)";1,87131377227763;2,08959026409129
22;64;14;2,00711908951242;"AD 6 (2,14)";1,89511741668846;2,1232754827589
21;65;14;2,03577738420952;"AD 6 (2,14)";1,91856167652789;2,15748493018626
20;66;14;2,06449366811762;"AD 6 (2,14)";1,94163655487725;2,19222306921848
19;67;14;2,09326351835269;"AD 6 (2,14)";1,96433404422459;2,22749248896681
18;68;14;2,12208250666929;"AD 6 (2,14)";1,98664777768241;2,26329425613595
17;69;14;2,15094620029164;"AD 6 (2,14)";2,00857269569464;2,29962825080728
16;70;14;2,17985016273633;"AD 6 (2,14)";2,03010474352053;2,33649347139103
15;71;14;2,20878995462666;"AD 6 (2,14)";2,05124060809956;2,37388830014319
14;72;14;2,23776113449875;"AD 6 (2,14)";2,0719774974796;2,41181072606569
13;73;14;2,26675925959938;"AD 6 (2,14)";2,09231296205191;2,45025852594612
12;74;14;2,29577988667584;"AD 6 (2,14)";2,1122447543013;2,48922940682943
11;75;14;2,32481857275769;"AD 6 (2,14)";2,13177072240094;2,52872111459191
10;76;14;2,35387087593056;"AD 6 (2,14)";2,1508887324641;2,56873151380595
9;77;14;2,38293235610207;"AD 6 (2,14)";2,16959661432519;2,60925864402303
8;78;14;2,41199857575996;"AD 6 (2,14)";2,18789212613093;2,65030075719472
